unit	doc_id	source	page	signals	snippet
cognition-b	01	mathematic of mental processes./Learning Language-sections 1.1-1.9 and 2.1/mathematic of mental processes./Learning Language-sections 1.1-1.9 and 2.1.md	20	3	small  $c$ , where, possibly,  $c = c(l)$  depends on  $l$ , yet remains strictly pinched between 0 and 1 for 
cognition-b	01	mathematic of mental processes./Learning Language-sections 1.1-1.9 and 2.1/mathematic of mental processes./Learning Language-sections 1.1-1.9 and 2.1.md	22	6	- • *specific predictions* rely, besides the memory and textual *cues*, on brain's tendency of *maximal genera
cognition-b	01	mathematic of mental processes./Learning Language-sections 1.1-1.9 and 2.1/mathematic of mental processes./Learning Language-sections 1.1-1.9 and 2.1.md	27	2	## 2.3 Similarities, Analogies and Inductive Reasoning  \*\*\*\*\*  ## 2.4 Computations, Iterations, and Learn
cognition-b	01	mathematic of mental processes./Learning Language-sections 1.1-1.9 and 2.1/mathematic of mental processes./Learning Language-sections 1.1-1.9 and 2.1.md	29	2	- [14] A phoneme clustering algorithm based on the obligatory contour principle Mans Hulden <https://www.aclwe
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	2	2	# Quotations and Ideas.  Misha Gromov  May 15, 2016  ## Contents  | 1 Beautiful Elsewhere. | 2  | |-----------
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	3	6	THE MYSTERY OF PHYSICAL LAWS,   THE MYSTERY OF LIFE, THE MYSTERY OF THE MIND THE MYSTERY OF MATHEMATICS.  
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	4	2	The most beautiful thing we can experience is the mysterious. It is the source of ... art and ... science – br
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	7	4	How does one decide, how can one select a sound judgement from this superduper-universe of possibilities? Math
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	9	2	All this being said, there is something not quite right with **STAP**: it is a byproduct of the machinery of f
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	11	5	Just think about it. You breed fruit flies, you count how many have particular *combinations* of certain featu
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	14	3	Next our mathematician will look not for a most symmetric space but for the most symmetric *law* of "motion" a
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	16	7	But others, including Galileo, Kepler and Newton himself, expressed similar ideas on gravitation.  Newton rega
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	17	3	in a tangle of paradoxes and ambiguities. And little consolation can be found in what physicists keep repeatin
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	20	3	NÄGELI, BOLTZMANN, GULDBERG, WAAGE, VAN 'T HOFF.  *Karl Wilhelm von Nägeli* (1817–1891) – a leading botanist o
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	21	4	instead of  $6 \cdot 10^{23}$ , the idea of atoms could forever remain only an idea.<sup>18</sup> (If atoms we
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	22	3	and gradually emerges   to the level of our senses.  TITUS LUCRETIUS, 50 BCE(?).  ![](_page_21_Figure_14.jpeg)
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	23	6	stant was by no means simple – this was achieved by Jean Baptiste Perrin and his team around 1913-1914 with th
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	27	2	*potessero sussistere e far proporzionatamente gli uffizii loro,   mentre tali animali si dovesser agumentare
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	28	6	(The idea of hot molten Earth was present in the writings by Descartes and Leibnitz.)  Buffon gave a definitio
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	29	9	Buffon overhauled much of the knowledge of his time and developed a view on Nature and Life from a broad scien
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	32	4	*"typical" events/behaviours.*  Processes in Life often run as lotteries – no one's gain is close to the avera
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	33	5	the "*economy of information principle*" that dictates the icosahedral symmetry of viral particles (such as in
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	37	4	how can you take natural selection for the *main* factor in evolution as Darwin says?)  A rough quantitative p
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	38	3	the dominant role of selection in what we now call *microevolution* but not, as Darwin and Wallace did, in *ma
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	39	3	![](_page_38_Picture_11.jpeg)  parents. Not enough mummy's milk – you are dead long before you learn what your
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	40	4	Disagreeing with Darwin, Wallace rejected the superficial similarity between artificial selection and natural 
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	42	5	A remarkable instance of this kind of a structure *–imprinting in young animals–* was described in a 1872 pape
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	43	3	![](_page_42_Diagram_8.jpeg)  Cuvier's analysis of the fossil data was the primary source of the 19th century
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	47	4	![](_page_46_Picture_14.jpeg)  *no bound to the prolific nature of plants or animals, but what is made by thei
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	50	9	anything.  Darwin wanted more of his selection theory than being merely a *convincing explanation* of the evol
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	52	3	Shakespeare could not have been acquainted with the *Surgical Papyrus* – this was discovered in the middle 180
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	53	3	Ancients had no idea of a cell and could not fathom how the brain works. And when the cellular structure of th
cognition-b	03	mathematic of mental processes./Quotations and Ideas/mathematic of mental processes./Quotations and Ideas.md	56	4	What does it mean to understand mind? What are the right questions to ask?  It seems there is an invisible int
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	2	2	| 18 Logic and Illusion of Rigor                                              | 57  | |-----------------------
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	3	7	Some think that no radical departure from physics is needed. Frances Crick,<sup>1</sup> for instance, believed
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	9	2	![](_page_8_Figure_14.jpeg)  GENOTYPE ~ PHENOTYPE QUESTION. How much of the anatomy, physiology, behaviour of
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	10	2	of amino acids takes place in a watery environment  $E$ , where it is propelled by interactions of  $\mathcal{
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	12	4	(\*) *Collectivity of Protein Functions*. The function of a given protein  $P$  in the cell makes sense only i
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	16	7	No. This ability is lost by "mature minds". One can not even recognise 2-dimensional images by looking at grap
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	19	8	is no more paradoxical than, say, a mechanical system moving in an absence of a force.  the  External constrai
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	22	3	GG and BB.<sup>52</sup>  These transformations do not essentially change the "meaning" of the words: a green s
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	23	4	compression: the information a priority needed to encode a leaf is proportional to its area, say  $A \cdot N^2
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	25	5	# 7 Stones and Goals  *Reach high, for stars lie hidden in you.*  RABINDRANATH TAGORE  Some maintain that mast
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	28	5	human and animals, the two, probably, are not much separated; a presence of *ergo in the mind* is visible in h
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	29	4	serve as indicators as well as dynamic components, of the activity of the ergo-brain. These indicators tell us
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	34	3	![](_page_33_Figure_15.jpeg)  The / (L.C.) = Stars that are (L.C.)  Majority of stars do not turn to supern
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	36	2	of Pirahā, such as sentences not being produced according to Chomskyan style transformational grammar, also re
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	37	2	![](_page_36_Picture_16.jpeg)  ![](_page_36_Picture_17.jpeg)  *Life is either a great adventure or nothing.* H
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	38	5	They are the light   that guides me through the darkness .....  With my hands I sing Sing loud enough for
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	40	6	Another objection may be that learning chess and understanding its meaning, unlike learning native languages b
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	41	5	VISION<sub>ergo</sub> is vast and voluminous – more than half of the primate (including human) cortex is dedic
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	44	3	*aesthetic perception* – feeling of beauty of nature and of artistic beauty, is shared within our minds with t
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	46	6	like: *teeth* are for chewing and wings are for flying. We search for *new, unknown, invisible* to understand<
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	47	3	na  the brain needs to represent within itself.<sup>109</sup> Probably, the number of synaptic connections nee
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	50	5	![](_page_49_Picture_17.jpeg)  ![](_page_49_Picture_18.jpeg)  a b/s  the  the  u  We share our inborn<sup>12
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	53	5	of the human thinking processes as for illuminating the nature of the human mathematics.  17 Numbers, Symmetri
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	54	8	But there is no comparably simple implementation of, say,  $a \mapsto 2a - 1$  one can not just copy or double
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	55	3	For instance, the input of the visual system may be represented by the set of samples of a distribution of (no
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	56	2	![](_page_55_Picture_11.jpeg)  However, certain transformations of such objects, e.g. of sentences, can be dep
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	60	7	Mathematical rigor and logical certainty are absent not only from logical foundations of mathematics but also 
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	61	3	however, generate a language that is represented by something *infinite*, call it  $\mathcal{M}'$  – a "fragme
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	64	3	And slightly larger numbers, such as  ![](_page_63_Diagram_23.jpeg)  if perceived, then only through a lens of
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	66	5	to *compositions* of what is available in the "pool" of *relatively small number* of innate atomic ideas evolu
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	69	5	![](_page_68_Picture_23.jpeg)  ![](_page_68_Picture_24.jpeg)  of gambling, that written in the mid 1500s, and
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	70	2	The  Besides opening the fields of *geometric probability* and *integral geometry*, Buffon, who understood phy
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	73	4	Scents, unlike images and sounds can not be written and rewritten on a variety of backgrounds they are support
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	74	5	Natural languages do not waste words for naming *individual* objects/properties but rather exercise the art of
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	75	2	3. *Mathematics.* Learning mathematics is an interactive process but it is hard to say exactly in what sense. 
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	77	3	# 23 Characteristic Features of Linguistic Signals  ![](_page_76_Picture_15.jpeg)  Linguistic information ente
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	78	8	can  And if "Jack" appears on every second page in a book and "his eyes sparkled again" than, you bet, "Jack's
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	79	7	![](_page_78_Picture_20.jpeg)  ![](_page_78_Picture_21.jpeg)  We do not have a full idea of what these are but
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	85	7	*Universality and Doublethink.* If one expects an analysis of a *flow of signals*, e.g. of a collection of tex
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	86	3	Tagging may be visualised as colouring certain fragments in texts, where these fragments and the corresponding
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	87	8	"coordinates"  $u_1, u_2, \dots$  of  $U$  and where this space would accommodate incoming loosely structured 
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	89	5	A more difficult/interesting aspect of annotation is identifying "significant strings" (this is essentially wh
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	92	6	And even if, say, paintings and ■'s, both are regarded as "units", they are unlikely to be filed by your (visu
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	93	3	![](_page_92_Picture_13.jpeg)  they employ, the idea they convey, or in their syntax. The strongest similariti
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	94	8	Then one may compose arrows  $$s_1 \xrightarrow{f} s_2 \xrightarrow{g} s_3 \text{ with the composition denoted
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	97	5	visual fields, such as "perceived objects or "things"<sup>242</sup> lie at the heart of all combinatorial mode
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	98	4	may accept  $d$  as a division point in  $S$  and to use this for identifying previously unseen units in  $S$ 
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	100	2	[-] The full category  $\mathcal{C}_{\rightarrow}(L)$  contains many "insignificant" arrows, e.g. insertions o
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	101	3	en dash  of the ergo-logic principles that allows no unstructured set of objects with more than three four mem
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	103	5	Classifications are often (but not always) achieved by means of *similarity* and/or *equivalence* relations  $
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	104	2	$c_1(u)$  takes values *long, medium, short*, depending on whether  $u$  has at most 4, between 5 and 8, or mo
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	106	3	3/2ed  (Graphs are represented by 2-valued edge/no-edge, or {0,1} for brevity's sake, functions.) Namely,  \*
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	109	3	the idea of *meaning* we attribute to these classes is not the source, but a *product* of the process of mathe
cognition-b	04	mathematic of mental processes./memorandum ergo/mathematic of mental processes./memorandum ergo.md	113	2	[26] Jason Padgett, Struck by Genius: How a Brain Injury Made Me a Mathematical Marvel.  *ital*  [27] Sources
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	1	4	# Learning and Understanding in the Mirror of Mathematics, Chapters 1 and 2  Misha Gromov  August 24, 2018  ..
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	4	3	This suggests that  the core of the human mind is simple and its structure *is* comprehensible.  Let us search
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	10	3	It is even more amazing that the "core" or the "seed" of a mature *UNDERSTANDING*<sub>N</sub> must be thousand
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	13	3	The most studied instance of this is the self-grooming of rats – a frequent activity of rodents with many evol
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	14	2	![](_page_13_Picture_14.jpeg)  ification (sometimes suppression or creation) of a protein.<sup>19</sup>  Most
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	23	7	An argument against the latter was articulated by Edgar Allan Poe in his *Maelzel's Chess Player* – an essay p
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	24	4	and, given the speed limitation of the 18th mechanical contraptions, Poe justly concludes that no automaton, s
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	26	2	The latter may appear as an obstacle to formalisation of human learning and human understanding.  Universality
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	27	4	In his 1941 book *New Paths in Genetics* Haldane suggested how the self-reproduction of the gene could be demo
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	28	2	$♪_{SIG}$  When we say "*understanding*" we mean "understanding **something**". We call these **somethings**, 
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	30	3	ies, trees, animals are, up to large extent, *perceptually discretizable* – one can tell stories about what on
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	31	3	instances of which are implemented by these images.  ## 2.3 Landscapes and Contexts.  ...CONTEXT IS THE KEY 
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	34	6	THE MOST INCOMPREHENSIBLE THING ABOUT THE WORLD   IS THAT IT IS AT ALL COMPREHENSIBLE.  ALBERT EINSTEIN.  What
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	35	3	Similarities often modulate the second order textual links in *NET* by bringing in contact a priori unrelated 
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	36	2	![](_page_35_Picture_23.jpeg)  Figure 9: forms one.  ![](_page_35_Picture_25.jpeg)  Figure 10: forms two.  ![]
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	40	3	## 2.8 Ambiguities, Annotations and Contextual Disambiguation.  ANYONE WHO VISITS A PSYCHIATRIST OUGHT TO HA
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	41	6	entities  $\odot_{\mathcal{G}, \mathcal{N}, \mathcal{Q}}$  would agree on which of the two following sentences
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	43	2	## 2.11 Morphology and Syntax, Semantics and Pragmatics  Borrowed from linguistics, this terminology applies t
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	47	4	C. *Similarity (rescaling) transformations* of the (retinal) image under variations of the distance to the obj
cognition-b	05	mathematic of mental processes/mathematic of mental processes.md	48	4	We have already met non-reversible *reduction arrows* and instances of their compositions, such as  ![](_page_ 
curvature-hopf	01	lectures on Curvature 2025/ Chern /lectures on Curvature 2025/ Chern .md	23	2	Schur's theorem has many applications. For example, it gives a solution of the following minimum problem: Dete
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	2	3	For information about Vols. 1–1173 please contact your bookseller or Springer-Verlag.  Vol. 1174: Categories i
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	7	5	## PREFACE  These notes consist of two parts:  1. 1) Selected Topics in Geometry, New York University 1946, No
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	8	3	The main content of Part 2 consists of the study of Weingarten surfaces in the three-dimensional Euclidean spa
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	9	2	TABLE OF CONTENTS  Part One  |                                                                   | page | |---
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	20	2	tinuously, hence remains a constant under such a deformation.)  Examples of singular points in vector fields: 
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	45	2	$\int_{s_1}^{s_2} d\sigma \leq \pi$ . The length of the spherical image can be written in the form:  $$(5.2) \
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	68	3	### Section 2. Definition:  Two polygons (polyhedra),  $A$  and  $B$ , are equivalent if there exist polygons
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	72	3	collection of polygons. It is of some interest to find out (at least in some special cases) what is the least 
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	81	2	having the same volume are equivalent to the same prism  $P'''$ , hence by the transitivity of equivalence the
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	82	3	PROBLEMSChapter I  1. (1) The polar  $G'$  of a corner  $G$  is defined as the corner whose edges are the posi
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	83	2	metrie" and show why it doesn't apply to self-intersecting curves.  ### Chapter IV  (1) (a) Show tetrahedron 1
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	85	3	CONTENTS  Introduction  I. Differential Geometry of Surfaces in the Small  - 0. Notation - 1. Elementary Conce
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	94	2	Since  $z^2 = \text{constant}$  is a special case of the theorem, the length of a parallel vector field is con
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	102	4	are precisely the eigenvalues  $k_1$  and  $k_2$ , and the directions in which they occur coincide with the di
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	107	3	4)  $E$  is not bounded  $I$  is called the interior of  $S$  and  $E$  is called the exterior of  $S$ .  1.3
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	108	3	If the surface is a subset of a Euclidean space then an equivalent condition is that it be possible to assign 
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	109	4	$(-\frac{u}{n}, -\frac{v}{n}, -\frac{w}{n})$ , where  $n = \sqrt{u^2 + v^2 + w^2}$ , under the first correspon
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	111	3	with maximal functional rank. The proof consists essentially in observing that if such equations could be give
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	112	3	Define  $$ds^2 = d\alpha^2 + d\beta^2 .$$  Then  $K \equiv 0$  , since in this metric,  $S_0$  is locally like
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	128	2	of  $T_a$  except a lies in the exterior of  $S$ . Suppose for simplicity that  $T_a$  is horizontal and  $S$ 
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	129	3	Closed Surfaces with Constant Gauss Curvature (Hilbert's Method) -   Generalizations and Problems - General Re
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	132	3	Then  $S$  is a sphere.  Proof: Since  $S$  is an ovaloid,  $K > 0$ , and hence by Lemma 1.3,  $p$  is an umbi
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	133	2	quence of Lemma 1.3.  **1.7 Exercise.** Give an example of a surface, not a sphere, with  $K = \text{constant}
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	137	2	b) A non-orientable surface can be constructed as illustrated  ![](_page_136_Picture_13.jpeg)  c) One can also
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	138	2	### 3. The Isoperimetric Problem and Surfaces with Constant H  3.1 Introduction. The isoperimetric problem in
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	141	4	3.5. The condition that  $H$  is constant occurs in another connection; namely, a free soap bubble is in equil
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	146	2	not exist; i.e.  $U^* = S_0 = U$ , and  $S$  is a sphere.  2.5 Second Proof of the Main Theorem: The metric of
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	166	2	### 5. The Main Theorem  **5.1 Lemma.** Let  $S$  be a simple closed surface of class  $C^3$  with constant me
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	178	4	dependent of the coordinate system and therefore  $$\iint_{S_0} (K'p-H^*) dA = 0 .$$  Exercise: Derive formula
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	181	3	1.3 Examples in E<sup>3</sup>. Surfaces of revolution with constant negative Gauss curvature and with singular
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	189	2	#### 4. Further Details and Generalizations  4.1 Singularities. M.H. Amsler has shown that on an analytic surf
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	191	2	## LECTURE NOTES IN MATHEMATICS  Edited by A. Dold and B. Eckmann  Some general remarks on the publication of
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	193	3	Vol. 1233: Stability Problems for Stochastic Models. Proceedings, 1985. Edited by V.V. Kalashnikov, B. Penkov 
curvature-hopf	02	lectures on Curvature 2025/Hopf/lectures on Curvature 2025/Hopf.md	194	3	Vol. 1290: G. Wüstholz (Ed.), Diophantine Approximation and Transcendence Theory. Seminar, 1985. V, 243 pages.
curvature-hopf	03	lectures on Curvature 2025/Sign and geometric meaning of curvature/lectures on Curvature 2025/Sign and geometric meaning of curvature.md	1	2	## SIGN AND GEOMETRIC MEANING OF CURVATURE  (*Conferenza tenuta il 14 giugno 1990*)  SUNTO. — Questa monografi
curvature-hopf	03	lectures on Curvature 2025/Sign and geometric meaning of curvature/lectures on Curvature 2025/Sign and geometric meaning of curvature.md	4	2	*interior looking* and the part of  $\mathfrak{R}^n$  where  $v$  looks into it is called the *interior* of  $
curvature-hopf	03	lectures on Curvature 2025/Sign and geometric meaning of curvature/lectures on Curvature 2025/Sign and geometric meaning of curvature.md	11	4	distance function  $$\delta(v) = - \text{dist}(v, W) = - \inf_{w \in W} \text{dist}(v, w).$$  The function  $\
curvature-hopf	03	lectures on Curvature 2025/Sign and geometric meaning of curvature/lectures on Curvature 2025/Sign and geometric meaning of curvature.md	14	4	Finally we indicate yet another  $k$ -convexity condition by the analogy with the classical convex case, for e
curvature-hopf	03	lectures on Curvature 2025/Sign and geometric meaning of curvature/lectures on Curvature 2025/Sign and geometric meaning of curvature.md	15	2	point) for  $n \geq 3$  and thus bound a convex domain in  $\mathbb{R}^n$ . The latter statement generalizes t
